#    L    TT             EE             BB             TE          
  1163    0.11652E+04    0.13222E+02    0.95568E-01   -0.19151E+02
  1164    0.11626E+04    0.13262E+02    0.95543E-01   -0.18362E+02
  1165    0.11598E+04    0.13305E+02    0.95517E-01   -0.17581E+02
  1166    0.11569E+04    0.13352E+02    0.95490E-01   -0.16809E+02
  1167    0.11540E+04    0.13404E+02    0.95461E-01   -0.16046E+02
  1168    0.11511E+04    0.13460E+02    0.95432E-01   -0.15292E+02
  1169    0.11481E+04    0.13519E+02    0.95401E-01   -0.14548E+02
  1170    0.11451E+04    0.13583E+02    0.95369E-01   -0.13812E+02
  1171    0.11419E+04    0.13651E+02    0.95336E-01   -0.13088E+02
  1172    0.11387E+04    0.13722E+02    0.95302E-01   -0.12373E+02
  1173    0.11355E+04    0.13798E+02    0.95266E-01   -0.11669E+02
  1174    0.11322E+04    0.13877E+02    0.95230E-01   -0.10975E+02
  1175    0.11289E+04    0.13959E+02    0.95192E-01   -0.10293E+02
  1176    0.11254E+04    0.14045E+02    0.95153E-01   -0.96230E+01
  1177    0.11220E+04    0.14136E+02    0.95113E-01   -0.89639E+01
  1178    0.11185E+04    0.14230E+02    0.95072E-01   -0.83167E+01
  1179    0.11150E+04    0.14328E+02    0.95029E-01   -0.76817E+01
  1180    0.11114E+04    0.14430E+02    0.94986E-01   -0.70589E+01
  1181    0.11078E+04    0.14534E+02    0.94942E-01   -0.64487E+01
  1182    0.11041E+04    0.14642E+02    0.94896E-01   -0.58514E+01
  1183    0.11003E+04    0.14753E+02    0.94849E-01   -0.52670E+01
  1184    0.10965E+04    0.14866E+02    0.94801E-01   -0.46960E+01
  1185    0.10927E+04    0.14984E+02    0.94752E-01   -0.41382E+01
  1186    0.10889E+04    0.15105E+02    0.94702E-01   -0.35943E+01
  1187    0.10850E+04    0.15229E+02    0.94651E-01   -0.30641E+01
  1188    0.10811E+04    0.15355E+02    0.94599E-01   -0.25481E+01
  1189    0.10771E+04    0.15484E+02    0.94546E-01   -0.20462E+01
  1190    0.10732E+04    0.15616E+02    0.94492E-01   -0.15587E+01
  1191    0.10691E+04    0.15751E+02    0.94437E-01   -0.10856E+01
  1192    0.10651E+04    0.15889E+02    0.94381E-01   -0.62726E+00
  1193    0.10610E+04    0.16029E+02    0.94324E-01   -0.18366E+00
  1194    0.10569E+04    0.16172E+02    0.94266E-01    0.24516E+00
  1195    0.10528E+04    0.16317E+02    0.94207E-01    0.65894E+00
  1196    0.10485E+04    0.16466E+02    0.94147E-01    0.10572E+01
  1197    0.10444E+04    0.16615E+02    0.94086E-01    0.14404E+01
  1198    0.10401E+04    0.16767E+02    0.94024E-01    0.18071E+01
  1199    0.10359E+04    0.16921E+02    0.93961E-01    0.21594E+01
  1200    0.10316E+04    0.17078E+02    0.93897E-01    0.24960E+01
  1201    0.10274E+04    0.17236E+02    0.93833E-01    0.28160E+01
  1202    0.10230E+04    0.17397E+02    0.93767E-01    0.31210E+01
  1203    0.10187E+04    0.17559E+02    0.93701E-01    0.34096E+01
  1204    0.10143E+04    0.17723E+02    0.93633E-01    0.36824E+01
  1205    0.10100E+04    0.17888E+02    0.93565E-01    0.39387E+01
  1206    0.10056E+04    0.18055E+02    0.93496E-01    0.41794E+01
  1207    0.10013E+04    0.18223E+02    0.93427E-01    0.44029E+01
  1208    0.99699E+03    0.18394E+02    0.93356E-01    0.46114E+01
  1209    0.99256E+03    0.18565E+02    0.93285E-01    0.48036E+01
  1210    0.98821E+03    0.18737E+02    0.93213E-01    0.49787E+01
  1211    0.98378E+03    0.18911E+02    0.93140E-01    0.51373E+01
  1212    0.97943E+03    0.19086E+02    0.93067E-01    0.52804E+01
  1213    0.97501E+03    0.19261E+02    0.92992E-01    0.54078E+01
  1214    0.97066E+03    0.19438E+02    0.92917E-01    0.55181E+01
  1215    0.96631E+03    0.19615E+02    0.92842E-01    0.56121E+01
  1216    0.96196E+03    0.19794E+02    0.92765E-01    0.56898E+01
  1217    0.95747E+03    0.19973E+02    0.92689E-01    0.57518E+01
  1218    0.95312E+03    0.20153E+02    0.92611E-01    0.57968E+01
  1219    0.94869E+03    0.20333E+02    0.92533E-01    0.58268E+01
  1220    0.94434E+03    0.20513E+02    0.92454E-01    0.58398E+01
  1221    0.93999E+03    0.20693E+02    0.92374E-01    0.58372E+01
  1222    0.93563E+03    0.20875E+02    0.92294E-01    0.58175E+01
  1223    0.93127E+03    0.21056E+02    0.92214E-01    0.57837E+01
  1224    0.92692E+03    0.21236E+02    0.92133E-01    0.57320E+01
  1225    0.92263E+03    0.21418E+02    0.92051E-01    0.56647E+01
  1226    0.91834E+03    0.21598E+02    0.91969E-01    0.55824E+01
  1227    0.91412E+03    0.21779E+02    0.91887E-01    0.54838E+01
  1228    0.90983E+03    0.21960E+02    0.91804E-01    0.53703E+01
  1229    0.90560E+03    0.22140E+02    0.91720E-01    0.52403E+01
  1230    0.90123E+03    0.22319E+02    0.91637E-01    0.50961E+01
  1231    0.89700E+03    0.22498E+02    0.91552E-01    0.49362E+01
  1232    0.89276E+03    0.22676E+02    0.91468E-01    0.47620E+01
  1233    0.88867E+03    0.22855E+02    0.91383E-01    0.45714E+01
  1234    0.88450E+03    0.23032E+02    0.91298E-01    0.43672E+01
  1235    0.88063E+03    0.23209E+02    0.91212E-01    0.41479E+01
  1236    0.87660E+03    0.23384E+02    0.91126E-01    0.39144E+01
  1237    0.87256E+03    0.23558E+02    0.91040E-01    0.36657E+01
  1238    0.86859E+03    0.23731E+02    0.90954E-01    0.34026E+01
  1239    0.86462E+03    0.23903E+02    0.90867E-01    0.31252E+01
  1240    0.86064E+03    0.24074E+02    0.90781E-01    0.28348E+01
  1241    0.85681E+03    0.24243E+02    0.90694E-01    0.25299E+01
  1242    0.85289E+03    0.24412E+02    0.90607E-01    0.22128E+01
  1243    0.84904E+03    0.24578E+02    0.90519E-01    0.18801E+01
  1244    0.84526E+03    0.24744E+02    0.90432E-01    0.15358E+01
  1245    0.84155E+03    0.24908E+02    0.90345E-01    0.11780E+01
  1246    0.83783E+03    0.25070E+02    0.90257E-01    0.80848E+00
  1247    0.83410E+03    0.25230E+02    0.90170E-01    0.42565E+00
  1248    0.83044E+03    0.25389E+02    0.90082E-01    0.30120E-01
  1249    0.82685E+03    0.25547E+02    0.89994E-01   -0.37725E+00
  1250    0.82332E+03    0.25701E+02    0.89907E-01   -0.79666E+00
  1251    0.81978E+03    0.25853E+02    0.89819E-01   -0.12280E+01
  1252    0.81639E+03    0.26005E+02    0.89732E-01   -0.16711E+01
  1253    0.81291E+03    0.26153E+02    0.89644E-01   -0.21252E+01
  1254    0.80949E+03    0.26299E+02    0.89557E-01   -0.25905E+01
  1255    0.80615E+03    0.26444E+02    0.89470E-01   -0.30667E+01
  1256    0.80294E+03    0.26585E+02    0.89382E-01   -0.35533E+01
  1257    0.79972E+03    0.26725E+02    0.89295E-01   -0.40502E+01
  1258    0.79649E+03    0.26861E+02    0.89209E-01   -0.45572E+01
  1259    0.79333E+03    0.26996E+02    0.89122E-01   -0.50739E+01
  1260    0.79024E+03    0.27127E+02    0.89036E-01   -0.56001E+01
  1261    0.78720E+03    0.27257E+02    0.88949E-01   -0.61355E+01
  1262    0.78424E+03    0.27384E+02    0.88863E-01   -0.66798E+01
  1263    0.78133E+03    0.27508E+02    0.88778E-01   -0.72329E+01
  1264    0.77842E+03    0.27630E+02    0.88692E-01   -0.77946E+01
  1265    0.77564E+03    0.27748E+02    0.88607E-01   -0.83644E+01
  1266    0.77286E+03    0.27864E+02    0.88522E-01   -0.89420E+01
  1267    0.77014E+03    0.27976E+02    0.88438E-01   -0.95274E+01
  1268    0.76749E+03    0.28087E+02    0.88353E-01   -0.10120E+02
  1269    0.76491E+03    0.28193E+02    0.88269E-01   -0.10720E+02
  1270    0.76236E+03    0.28296E+02    0.88186E-01   -0.11327E+02
  1271    0.75989E+03    0.28397E+02    0.88103E-01   -0.11940E+02
  1272    0.75746E+03    0.28495E+02    0.88020E-01   -0.12559E+02
  1273    0.75506E+03    0.28589E+02    0.87937E-01   -0.13185E+02
  1274    0.75274E+03    0.28679E+02    0.87855E-01   -0.13816E+02
  1275    0.75048E+03    0.28767E+02    0.87774E-01   -0.14451E+02
  1276    0.74826E+03    0.28852E+02    0.87693E-01   -0.15093E+02
  1277    0.74610E+03    0.28934E+02    0.87612E-01   -0.15738E+02
  1278    0.74401E+03    0.29011E+02    0.87532E-01   -0.16389E+02
  1279    0.74197E+03    0.29085E+02    0.87452E-01   -0.17043E+02
  1280    0.74000E+03    0.29157E+02    0.87373E-01   -0.17702E+02
  1281    0.73808E+03    0.29225E+02    0.87294E-01   -0.18363E+02
  1282    0.73622E+03    0.29289E+02    0.87216E-01   -0.19028E+02
  1283    0.73443E+03    0.29350E+02    0.87138E-01   -0.19696E+02
  1284    0.73269E+03    0.29408E+02    0.87061E-01   -0.20367E+02
  1285    0.73100E+03    0.29462E+02    0.86984E-01   -0.21039E+02
  1286    0.72938E+03    0.29512E+02    0.86908E-01   -0.21714E+02
  1287    0.72781E+03    0.29559E+02    0.86832E-01   -0.22391E+02
  1288    0.72631E+03    0.29602E+02    0.86757E-01   -0.23069E+02
  1289    0.72487E+03    0.29642E+02    0.86683E-01   -0.23748E+02
  1290    0.72348E+03    0.29677E+02    0.86609E-01   -0.24428E+02
  1291    0.72215E+03    0.29710E+02    0.86536E-01   -0.25109E+02
  1292    0.72088E+03    0.29737E+02    0.86463E-01   -0.25791E+02
  1293    0.71966E+03    0.29763E+02    0.86391E-01   -0.26473E+02
  1294    0.71852E+03    0.29785E+02    0.86319E-01   -0.27152E+02
  1295    0.71742E+03    0.29802E+02    0.86249E-01   -0.27833E+02
  1296    0.71638E+03    0.29817E+02    0.86178E-01   -0.28511E+02
  1297    0.71540E+03    0.29828E+02    0.86109E-01   -0.29189E+02
  1298    0.71447E+03    0.29835E+02    0.86040E-01   -0.29865E+02
  1299    0.71360E+03    0.29839E+02    0.85972E-01   -0.30540E+02
  1300    0.71279E+03    0.29838E+02    0.85904E-01   -0.31212E+02
  1301    0.71204E+03    0.29835E+02    0.85837E-01   -0.31882E+02
  1302    0.71134E+03    0.29827E+02    0.85771E-01   -0.32549E+02
  1303    0.71069E+03    0.29816E+02    0.85705E-01   -0.33214E+02
  1304    0.71010E+03    0.29801E+02    0.85640E-01   -0.33875E+02
  1305    0.70957E+03    0.29783E+02    0.85576E-01   -0.34533E+02
  1306    0.70908E+03    0.29762E+02    0.85512E-01   -0.35187E+02
  1307    0.70865E+03    0.29736E+02    0.85450E-01   -0.35836E+02
  1308    0.70828E+03    0.29707E+02    0.85388E-01   -0.36483E+02
  1309    0.70795E+03    0.29673E+02    0.85326E-01   -0.37123E+02
  1310    0.70768E+03    0.29637E+02    0.85266E-01   -0.37760E+02
  1311    0.70745E+03    0.29598E+02    0.85206E-01   -0.38392E+02
  1312    0.70730E+03    0.29555E+02    0.85146E-01   -0.39017E+02
  1313    0.70718E+03    0.29508E+02    0.85088E-01   -0.39638E+02
  1314    0.70711E+03    0.29458E+02    0.85030E-01   -0.40252E+02
  1315    0.70709E+03    0.29405E+02    0.84973E-01   -0.40860E+02
  1316    0.70712E+03    0.29348E+02    0.84917E-01   -0.41461E+02
  1317    0.70721E+03    0.29289E+02    0.84862E-01   -0.42056E+02
  1318    0.70732E+03    0.29224E+02    0.84807E-01   -0.42644E+02
  1319    0.70749E+03    0.29157E+02    0.84753E-01   -0.43226E+02
  1320    0.70770E+03    0.29087E+02    0.84700E-01   -0.43799E+02
  1321    0.70795E+03    0.29014E+02    0.84647E-01   -0.44366E+02
  1322    0.70825E+03    0.28937E+02    0.84595E-01   -0.44924E+02
  1323    0.70860E+03    0.28856E+02    0.84544E-01   -0.45474E+02
  1324    0.70899E+03    0.28773E+02    0.84494E-01   -0.46017E+02
  1325    0.70941E+03    0.28687E+02    0.84445E-01   -0.46550E+02
  1326    0.70989E+03    0.28598E+02    0.84396E-01   -0.47075E+02
  1327    0.71038E+03    0.28506E+02    0.84348E-01   -0.47592E+02
  1328    0.71094E+03    0.28412E+02    0.84301E-01   -0.48098E+02
  1329    0.71152E+03    0.28314E+02    0.84254E-01   -0.48596E+02
  1330    0.71214E+03    0.28212E+02    0.84208E-01   -0.49085E+02
  1331    0.71280E+03    0.28108E+02    0.84163E-01   -0.49563E+02
  1332    0.71349E+03    0.28001E+02    0.84119E-01   -0.50033E+02
  1333    0.71422E+03    0.27891E+02    0.84075E-01   -0.50491E+02
  1334    0.71498E+03    0.27780E+02    0.84032E-01   -0.50940E+02
  1335    0.71577E+03    0.27664E+02    0.83990E-01   -0.51378E+02
  1336    0.71660E+03    0.27547E+02    0.83948E-01   -0.51805E+02
  1337    0.71746E+03    0.27426E+02    0.83907E-01   -0.52222E+02
  1338    0.71834E+03    0.27303E+02    0.83867E-01   -0.52628E+02
  1339    0.71926E+03    0.27178E+02    0.83828E-01   -0.53023E+02
  1340    0.72020E+03    0.27050E+02    0.83789E-01   -0.53408E+02
  1341    0.72117E+03    0.26921E+02    0.83751E-01   -0.53781E+02
  1342    0.72216E+03    0.26788E+02    0.83713E-01   -0.54143E+02
  1343    0.72319E+03    0.26653E+02    0.83676E-01   -0.54493E+02
  1344    0.72424E+03    0.26516E+02    0.83640E-01   -0.54832E+02
  1345    0.72529E+03    0.26378E+02    0.83604E-01   -0.55158E+02
  1346    0.72639E+03    0.26236E+02    0.83569E-01   -0.55474E+02
  1347    0.72750E+03    0.26093E+02    0.83535E-01   -0.55777E+02
  1348    0.72863E+03    0.25947E+02    0.83501E-01   -0.56068E+02
  1349    0.72979E+03    0.25799E+02    0.83467E-01   -0.56347E+02
  1350    0.73095E+03    0.25650E+02    0.83435E-01   -0.56613E+02
  1351    0.73214E+03    0.25499E+02    0.83402E-01   -0.56867E+02
  1352    0.73334E+03    0.25346E+02    0.83371E-01   -0.57108E+02
  1353    0.73456E+03    0.25192E+02    0.83340E-01   -0.57338E+02
  1354    0.73579E+03    0.25036E+02    0.83309E-01   -0.57555E+02
  1355    0.73704E+03    0.24878E+02    0.83279E-01   -0.57759E+02
  1356    0.73831E+03    0.24720E+02    0.83249E-01   -0.57952E+02
  1357    0.73958E+03    0.24559E+02    0.83220E-01   -0.58131E+02
  1358    0.74085E+03    0.24396E+02    0.83191E-01   -0.58295E+02
  1359    0.74213E+03    0.24233E+02    0.83163E-01   -0.58449E+02
  1360    0.74340E+03    0.24070E+02    0.83135E-01   -0.58588E+02
  1361    0.74470E+03    0.23903E+02    0.83108E-01   -0.58716E+02
  1362    0.74599E+03    0.23736E+02    0.83081E-01   -0.58829E+02
  1363    0.74729E+03    0.23568E+02    0.83054E-01   -0.58932E+02
  1364    0.74857E+03    0.23399E+02    0.83028E-01   -0.59020E+02
  1365    0.74993E+03    0.23229E+02    0.83002E-01   -0.59095E+02
  1366    0.75122E+03    0.23058E+02    0.82977E-01   -0.59158E+02
  1367    0.75252E+03    0.22886E+02    0.82952E-01   -0.59208E+02
  1368    0.75388E+03    0.22714E+02    0.82927E-01   -0.59245E+02
  1369    0.75517E+03    0.22540E+02    0.82902E-01   -0.59268E+02
  1370    0.75647E+03    0.22367E+02    0.82878E-01   -0.59279E+02
  1371    0.75776E+03    0.22193E+02    0.82854E-01   -0.59276E+02
  1372    0.75906E+03    0.22018E+02    0.82831E-01   -0.59261E+02
  1373    0.76035E+03    0.21843E+02    0.82807E-01   -0.59234E+02
  1374    0.76165E+03    0.21668E+02    0.82784E-01   -0.59193E+02
  1375    0.76295E+03    0.21492E+02    0.82762E-01   -0.59140E+02
  1376    0.76425E+03    0.21316E+02    0.82739E-01   -0.59073E+02
  1377    0.76556E+03    0.21141E+02    0.82717E-01   -0.58995E+02
  1378    0.76687E+03    0.20964E+02    0.82695E-01   -0.58904E+02
  1379    0.76810E+03    0.20789E+02    0.82673E-01   -0.58800E+02
  1380    0.76934E+03    0.20611E+02    0.82651E-01   -0.58684E+02
  1381    0.77058E+03    0.20436E+02    0.82629E-01   -0.58555E+02
  1382    0.77168E+03    0.20260E+02    0.82608E-01   -0.58412E+02
  1383    0.77293E+03    0.20084E+02    0.82587E-01   -0.58259E+02
  1384    0.77403E+03    0.19909E+02    0.82566E-01   -0.58093E+02
  1385    0.77514E+03    0.19734E+02    0.82545E-01   -0.57915E+02
  1386    0.77625E+03    0.19559E+02    0.82524E-01   -0.57725E+02
  1387    0.77729E+03    0.19385E+02    0.82503E-01   -0.57522E+02
  1388    0.77849E+03    0.19211E+02    0.82482E-01   -0.57308E+02
  1389    0.77954E+03    0.19038E+02    0.82462E-01   -0.57082E+02
  1390    0.78052E+03    0.18866E+02    0.82441E-01   -0.56845E+02
  1391    0.78158E+03    0.18694E+02    0.82421E-01   -0.56597E+02
  1392    0.78257E+03    0.18523E+02    0.82400E-01   -0.56336E+02
  1393    0.78357E+03    0.18354E+02    0.82380E-01   -0.56065E+02
  1394    0.78450E+03    0.18185E+02    0.82359E-01   -0.55783E+02
  1395    0.78544E+03    0.18016E+02    0.82339E-01   -0.55489E+02
  1396    0.78638E+03    0.17850E+02    0.82318E-01   -0.55186E+02
  1397    0.78725E+03    0.17683E+02    0.82298E-01   -0.54871E+02
  1398    0.78806E+03    0.17518E+02    0.82277E-01   -0.54545E+02
  1399    0.78887E+03    0.17355E+02    0.82257E-01   -0.54209E+02
  1400    0.78969E+03    0.17192E+02    0.82236E-01   -0.53863E+02
  1401    0.79044E+03    0.17030E+02    0.82215E-01   -0.53506E+02
  1402    0.79120E+03    0.16871E+02    0.82194E-01   -0.53140E+02
  1403    0.79190E+03    0.16713E+02    0.82173E-01   -0.52764E+02
  1404    0.79252E+03    0.16557E+02    0.82152E-01   -0.52378E+02
  1405    0.79323E+03    0.16401E+02    0.82131E-01   -0.51982E+02
  1406    0.79380E+03    0.16247E+02    0.82109E-01   -0.51579E+02
  1407    0.79430E+03    0.16095E+02    0.82088E-01   -0.51165E+02
  1408    0.79496E+03    0.15944E+02    0.82066E-01   -0.50743E+02
  1409    0.79540E+03    0.15795E+02    0.82044E-01   -0.50311E+02
  1410    0.79593E+03    0.15648E+02    0.82021E-01   -0.49872E+02
  1411    0.79639E+03    0.15502E+02    0.81999E-01   -0.49424E+02
  1412    0.79679E+03    0.15359E+02    0.81976E-01   -0.48967E+02
  1413    0.79704E+03    0.15217E+02    0.81953E-01   -0.48502E+02
  1414    0.79738E+03    0.15078E+02    0.81930E-01   -0.48029E+02
  1415    0.79765E+03    0.14940E+02    0.81906E-01   -0.47549E+02
  1416    0.79794E+03    0.14804E+02    0.81882E-01   -0.47062E+02
  1417    0.79808E+03    0.14670E+02    0.81858E-01   -0.46569E+02
  1418    0.79824E+03    0.14538E+02    0.81833E-01   -0.46067E+02
  1419    0.79833E+03    0.14408E+02    0.81808E-01   -0.45559E+02
  1420    0.79843E+03    0.14281E+02    0.81783E-01   -0.45044E+02
  1421    0.79846E+03    0.14156E+02    0.81757E-01   -0.44523E+02
  1422    0.79851E+03    0.14033E+02    0.81731E-01   -0.43996E+02
  1423    0.79841E+03    0.13912E+02    0.81704E-01   -0.43463E+02
  1424    0.79840E+03    0.13794E+02    0.81677E-01   -0.42924E+02
  1425    0.79826E+03    0.13678E+02    0.81650E-01   -0.42380E+02
  1426    0.79804E+03    0.13565E+02    0.81622E-01   -0.41830E+02
  1427    0.79792E+03    0.13454E+02    0.81594E-01   -0.41275E+02
  1428    0.79765E+03    0.13344E+02    0.81565E-01   -0.40716E+02
  1429    0.79733E+03    0.13239E+02    0.81535E-01   -0.40151E+02
  1430    0.79701E+03    0.13135E+02    0.81505E-01   -0.39583E+02
  1431    0.79663E+03    0.13033E+02    0.81475E-01   -0.39010E+02
  1432    0.79618E+03    0.12935E+02    0.81444E-01   -0.38433E+02
  1433    0.79582E+03    0.12838E+02    0.81413E-01   -0.37851E+02
  1434    0.79533E+03    0.12745E+02    0.81381E-01   -0.37267E+02
  1435    0.79477E+03    0.12654E+02    0.81348E-01   -0.36679E+02
  1436    0.79422E+03    0.12565E+02    0.81315E-01   -0.36089E+02
  1437    0.79353E+03    0.12480E+02    0.81282E-01   -0.35495E+02
  1438    0.79285E+03    0.12396E+02    0.81248E-01   -0.34900E+02
  1439    0.79211E+03    0.12316E+02    0.81213E-01   -0.34300E+02
  1440    0.79139E+03    0.12238E+02    0.81178E-01   -0.33699E+02
  1441    0.79059E+03    0.12162E+02    0.81142E-01   -0.33098E+02
  1442    0.78974E+03    0.12090E+02    0.81105E-01   -0.32494E+02
  1443    0.78882E+03    0.12021E+02    0.81068E-01   -0.31887E+02
  1444    0.78792E+03    0.11954E+02    0.81030E-01   -0.31280E+02
  1445    0.78687E+03    0.11890E+02    0.80992E-01   -0.30672E+02
  1446    0.78591E+03    0.11829E+02    0.80953E-01   -0.30062E+02
  1447    0.78474E+03    0.11770E+02    0.80913E-01   -0.29450E+02
  1448    0.78366E+03    0.11715E+02    0.80873E-01   -0.28841E+02
  1449    0.78251E+03    0.11661E+02    0.80832E-01   -0.28230E+02
  1450    0.78129E+03    0.11611E+02    0.80791E-01   -0.27619E+02
  1451    0.78009E+03    0.11565E+02    0.80749E-01   -0.27009E+02
  1452    0.77875E+03    0.11520E+02    0.80706E-01   -0.26401E+02
  1453    0.77743E+03    0.11478E+02    0.80663E-01   -0.25792E+02
  1454    0.77611E+03    0.11439E+02    0.80619E-01   -0.25183E+02
  1455    0.77473E+03    0.11403E+02    0.80574E-01   -0.24576E+02
  1456    0.77328E+03    0.11370E+02    0.80529E-01   -0.23972E+02
  1457    0.77170E+03    0.11339E+02    0.80483E-01   -0.23368E+02
  1458    0.77020E+03    0.11311E+02    0.80437E-01   -0.22766E+02
  1459    0.76864E+03    0.11286E+02    0.80389E-01   -0.22165E+02
  1460    0.76702E+03    0.11265E+02    0.80342E-01   -0.21567E+02
  1461    0.76540E+03    0.11244E+02    0.80293E-01   -0.20972E+02
  1462    0.76372E+03    0.11227E+02    0.80244E-01   -0.20379E+02
  1463    0.76190E+03    0.11213E+02    0.80194E-01   -0.19788E+02
  1464    0.76017E+03    0.11201E+02    0.80144E-01   -0.19201E+02
  1465    0.75830E+03    0.11192E+02    0.80093E-01   -0.18617E+02
  1466    0.75651E+03    0.11186E+02    0.80041E-01   -0.18036E+02
  1467    0.75459E+03    0.11183E+02    0.79989E-01   -0.17459E+02
  1468    0.75267E+03    0.11182E+02    0.79935E-01   -0.16886E+02
  1469    0.75076E+03    0.11184E+02    0.79882E-01   -0.16317E+02
  1470    0.74864E+03    0.11188E+02    0.79827E-01   -0.15751E+02
  1471    0.74668E+03    0.11196E+02    0.79772E-01   -0.15191E+02
  1472    0.74465E+03    0.11206E+02    0.79717E-01   -0.14634E+02
  1473    0.74256E+03    0.11218E+02    0.79661E-01   -0.14084E+02
  1474    0.74033E+03    0.11233E+02    0.79604E-01   -0.13537E+02
  1475    0.73818E+03    0.11250E+02    0.79546E-01   -0.12995E+02
  1476    0.73597E+03    0.11270E+02    0.79488E-01   -0.12460E+02
  1477    0.73376E+03    0.11292E+02    0.79429E-01   -0.11929E+02
  1478    0.73149E+03    0.11316E+02    0.79369E-01   -0.11404E+02
  1479    0.72923E+03    0.11344E+02    0.79309E-01   -0.10885E+02
  1480    0.72690E+03    0.11374E+02    0.79248E-01   -0.10372E+02
  1481    0.72451E+03    0.11406E+02    0.79187E-01   -0.98646E+01
  1482    0.72214E+03    0.11440E+02    0.79125E-01   -0.93637E+01
  1483    0.71972E+03    0.11477E+02    0.79062E-01   -0.88692E+01
  1484    0.71729E+03    0.11516E+02    0.78998E-01   -0.83813E+01
  1485    0.71482E+03    0.11556E+02    0.78934E-01   -0.79001E+01
  1486    0.71231E+03    0.11601E+02    0.78870E-01   -0.74256E+01
  1487    0.70978E+03    0.11645E+02    0.78804E-01   -0.69581E+01
  1488    0.70723E+03    0.11693E+02    0.78738E-01   -0.64977E+01
  1489    0.70464E+03    0.11744E+02    0.78672E-01   -0.60446E+01
  1490    0.70203E+03    0.11795E+02    0.78604E-01   -0.55988E+01
  1491    0.69939E+03    0.11849E+02    0.78536E-01   -0.51606E+01
  1492    0.69674E+03    0.11905E+02    0.78468E-01   -0.47299E+01
  1493    0.69406E+03    0.11962E+02    0.78399E-01   -0.43070E+01
  1494    0.69136E+03    0.12022E+02    0.78329E-01   -0.38920E+01
  1495    0.68864E+03    0.12084E+02    0.78259E-01   -0.34850E+01
  1496    0.68589E+03    0.12148E+02    0.78187E-01   -0.30859E+01
  1497    0.68312E+03    0.12212E+02    0.78116E-01   -0.26950E+01
  1498    0.68034E+03    0.12279E+02    0.78044E-01   -0.23125E+01
  1499    0.67754E+03    0.12348E+02    0.77971E-01   -0.19382E+01
  1500    0.67472E+03    0.12418E+02    0.77897E-01   -0.15724E+01
  1501    0.67188E+03    0.12490E+02    0.77823E-01   -0.12150E+01
  1502    0.66902E+03    0.12564E+02    0.77749E-01   -0.86643E+00
  1503    0.66615E+03    0.12639E+02    0.77674E-01   -0.52656E+00
  1504    0.66327E+03    0.12715E+02    0.77598E-01   -0.19529E+00
  1505    0.66036E+03    0.12794E+02    0.77522E-01    0.12705E+00
  1506    0.65745E+03    0.12873E+02    0.77445E-01    0.44054E+00
  1507    0.65452E+03    0.12954E+02    0.77368E-01    0.74513E+00
  1508    0.65159E+03    0.13036E+02    0.77290E-01    0.10405E+01
  1509    0.64863E+03    0.13119E+02    0.77212E-01    0.13267E+01
  1510    0.64568E+03    0.13204E+02    0.77133E-01    0.16036E+01
  1511    0.64269E+03    0.13290E+02    0.77053E-01    0.18719E+01
  1512    0.63971E+03    0.13377E+02    0.76974E-01    0.21294E+01
  1513    0.63671E+03    0.13465E+02    0.76893E-01    0.23791E+01
  1514    0.63372E+03    0.13555E+02    0.76813E-01    0.26187E+01
  1515    0.63073E+03    0.13646E+02    0.76731E-01    0.28498E+01
  1516    0.62772E+03    0.13736E+02    0.76650E-01    0.30701E+01
  1517    0.62470E+03    0.13829E+02    0.76568E-01    0.32818E+01
  1518    0.62169E+03    0.13922E+02    0.76485E-01    0.34851E+01
  1519    0.61866E+03    0.14015E+02    0.76402E-01    0.36769E+01
  1520    0.61565E+03    0.14109E+02    0.76319E-01    0.38602E+01
  1521    0.61262E+03    0.14205E+02    0.76235E-01    0.40343E+01
  1522    0.60958E+03    0.14301E+02    0.76152E-01    0.41984E+01
  1523    0.60655E+03    0.14397E+02    0.76067E-01    0.43533E+01
  1524    0.60352E+03    0.14494E+02    0.75983E-01    0.44982E+01
  1525    0.60048E+03    0.14592E+02    0.75898E-01    0.46339E+01
  1526    0.59745E+03    0.14690E+02    0.75812E-01    0.47604E+01
  1527    0.59442E+03    0.14788E+02    0.75727E-01    0.48761E+01
  1528    0.59139E+03    0.14887E+02    0.75641E-01    0.49834E+01
  1529    0.58837E+03    0.14986E+02    0.75555E-01    0.50815E+01
  1530    0.58535E+03    0.15085E+02    0.75468E-01    0.51696E+01
  1531    0.58234E+03    0.15184E+02    0.75382E-01    0.52477E+01
  1532    0.57933E+03    0.15285E+02    0.75295E-01    0.53173E+01
  1533    0.57633E+03    0.15384E+02    0.75208E-01    0.53785E+01
  1534    0.57333E+03    0.15485E+02    0.75121E-01    0.54281E+01
  1535    0.57034E+03    0.15585E+02    0.75033E-01    0.54700E+01
  1536    0.56736E+03    0.15684E+02    0.74945E-01    0.55019E+01
  1537    0.56440E+03    0.15785E+02    0.74858E-01    0.55244E+01
  1538    0.56145E+03    0.15885E+02    0.74770E-01    0.55385E+01
  1539    0.55847E+03    0.15984E+02    0.74681E-01    0.55432E+01
  1540    0.55553E+03    0.16083E+02    0.74593E-01    0.55393E+01
  1541    0.55260E+03    0.16182E+02    0.74505E-01    0.55254E+01
  1542    0.54969E+03    0.16281E+02    0.74416E-01    0.55036E+01
