#    L    TT             EE             TE             PP             TP          
  1652    0.35847E+03    0.19937E+02   -0.27868E+02    0.93237E+05   -0.40619E+02
  1653    0.35866E+03    0.19836E+02   -0.28188E+02    0.93100E+05   -0.40642E+02
  1654    0.35886E+03    0.19734E+02   -0.28503E+02    0.92962E+05   -0.40550E+02
  1655    0.35910E+03    0.19629E+02   -0.28809E+02    0.92825E+05   -0.40349E+02
  1656    0.35936E+03    0.19522E+02   -0.29109E+02    0.92688E+05   -0.40041E+02
  1657    0.35962E+03    0.19414E+02   -0.29402E+02    0.92552E+05   -0.39631E+02
  1658    0.35992E+03    0.19303E+02   -0.29688E+02    0.92415E+05   -0.39122E+02
  1659    0.36023E+03    0.19191E+02   -0.29966E+02    0.92279E+05   -0.38518E+02
  1660    0.36056E+03    0.19078E+02   -0.30237E+02    0.92143E+05   -0.37823E+02
  1661    0.36091E+03    0.18963E+02   -0.30500E+02    0.92007E+05   -0.37040E+02
  1662    0.36128E+03    0.18847E+02   -0.30757E+02    0.91872E+05   -0.36175E+02
  1663    0.36166E+03    0.18729E+02   -0.31005E+02    0.91736E+05   -0.35230E+02
  1664    0.36206E+03    0.18609E+02   -0.31245E+02    0.91601E+05   -0.34209E+02
  1665    0.36247E+03    0.18488E+02   -0.31478E+02    0.91466E+05   -0.33116E+02
  1666    0.36291E+03    0.18366E+02   -0.31704E+02    0.91332E+05   -0.31956E+02
  1667    0.36335E+03    0.18243E+02   -0.31921E+02    0.91197E+05   -0.30731E+02
  1668    0.36381E+03    0.18118E+02   -0.32131E+02    0.91063E+05   -0.29446E+02
  1669    0.36429E+03    0.17992E+02   -0.32332E+02    0.90929E+05   -0.28104E+02
  1670    0.36477E+03    0.17865E+02   -0.32525E+02    0.90796E+05   -0.26710E+02
  1671    0.36527E+03    0.17737E+02   -0.32711E+02    0.90662E+05   -0.25268E+02
  1672    0.36579E+03    0.17607E+02   -0.32888E+02    0.90529E+05   -0.23780E+02
  1673    0.36630E+03    0.17477E+02   -0.33057E+02    0.90396E+05   -0.22251E+02
  1674    0.36684E+03    0.17346E+02   -0.33218E+02    0.90263E+05   -0.20686E+02
  1675    0.36737E+03    0.17214E+02   -0.33371E+02    0.90130E+05   -0.19086E+02
  1676    0.36792E+03    0.17080E+02   -0.33515E+02    0.89998E+05   -0.17458E+02
  1677    0.36848E+03    0.16946E+02   -0.33652E+02    0.89866E+05   -0.15803E+02
  1678    0.36904E+03    0.16811E+02   -0.33780E+02    0.89734E+05   -0.14127E+02
  1679    0.36961E+03    0.16675E+02   -0.33900E+02    0.89602E+05   -0.12433E+02
  1680    0.37019E+03    0.16539E+02   -0.34011E+02    0.89471E+05   -0.10724E+02
  1681    0.37078E+03    0.16401E+02   -0.34114E+02    0.89340E+05   -0.90059E+01
  1682    0.37136E+03    0.16263E+02   -0.34210E+02    0.89209E+05   -0.72809E+01
  1683    0.37195E+03    0.16126E+02   -0.34296E+02    0.89078E+05   -0.55533E+01
  1684    0.37255E+03    0.15987E+02   -0.34375E+02    0.88947E+05   -0.38270E+01
  1685    0.37316E+03    0.15848E+02   -0.34445E+02    0.88817E+05   -0.21057E+01
  1686    0.37376E+03    0.15708E+02   -0.34506E+02    0.88687E+05   -0.39347E+00
  1687    0.37436E+03    0.15568E+02   -0.34560E+02    0.88557E+05    0.13060E+01
  1688    0.37498E+03    0.15428E+02   -0.34605E+02    0.88427E+05    0.29888E+01
  1689    0.37558E+03    0.15288E+02   -0.34642E+02    0.88298E+05    0.46511E+01
  1690    0.37618E+03    0.15147E+02   -0.34670E+02    0.88168E+05    0.62891E+01
  1691    0.37679E+03    0.15006E+02   -0.34691E+02    0.88039E+05    0.78989E+01
  1692    0.37740E+03    0.14865E+02   -0.34703E+02    0.87910E+05    0.94767E+01
  1693    0.37801E+03    0.14723E+02   -0.34707E+02    0.87782E+05    0.11019E+02
  1694    0.37860E+03    0.14583E+02   -0.34704E+02    0.87653E+05    0.12521E+02
  1695    0.37921E+03    0.14441E+02   -0.34691E+02    0.87525E+05    0.13979E+02
  1696    0.37981E+03    0.14301E+02   -0.34672E+02    0.87397E+05    0.15391E+02
  1697    0.38040E+03    0.14159E+02   -0.34644E+02    0.87269E+05    0.16750E+02
  1698    0.38099E+03    0.14018E+02   -0.34609E+02    0.87142E+05    0.18055E+02
  1699    0.38158E+03    0.13878E+02   -0.34564E+02    0.87015E+05    0.19301E+02
  1700    0.38216E+03    0.13736E+02   -0.34513E+02    0.86887E+05    0.20484E+02
  1701    0.38272E+03    0.13597E+02   -0.34453E+02    0.86761E+05    0.21601E+02
  1702    0.38330E+03    0.13457E+02   -0.34386E+02    0.86634E+05    0.22654E+02
  1703    0.38386E+03    0.13318E+02   -0.34312E+02    0.86507E+05    0.23644E+02
  1704    0.38441E+03    0.13178E+02   -0.34230E+02    0.86381E+05    0.24572E+02
  1705    0.38496E+03    0.13040E+02   -0.34140E+02    0.86255E+05    0.25441E+02
  1706    0.38549E+03    0.12900E+02   -0.34042E+02    0.86129E+05    0.26253E+02
  1707    0.38602E+03    0.12762E+02   -0.33939E+02    0.86004E+05    0.27009E+02
  1708    0.38654E+03    0.12625E+02   -0.33827E+02    0.85878E+05    0.27712E+02
  1709    0.38705E+03    0.12489E+02   -0.33708E+02    0.85753E+05    0.28362E+02
  1710    0.38755E+03    0.12354E+02   -0.33582E+02    0.85628E+05    0.28963E+02
  1711    0.38803E+03    0.12220E+02   -0.33448E+02    0.85503E+05    0.29515E+02
  1712    0.38852E+03    0.12085E+02   -0.33308E+02    0.85379E+05    0.30021E+02
  1713    0.38898E+03    0.11952E+02   -0.33161E+02    0.85254E+05    0.30482E+02
  1714    0.38943E+03    0.11820E+02   -0.33007E+02    0.85130E+05    0.30901E+02
  1715    0.38986E+03    0.11688E+02   -0.32847E+02    0.85006E+05    0.31279E+02
  1716    0.39029E+03    0.11558E+02   -0.32679E+02    0.84882E+05    0.31618E+02
  1717    0.39071E+03    0.11428E+02   -0.32506E+02    0.84759E+05    0.31919E+02
  1718    0.39110E+03    0.11299E+02   -0.32326E+02    0.84635E+05    0.32186E+02
  1719    0.39148E+03    0.11172E+02   -0.32140E+02    0.84512E+05    0.32419E+02
  1720    0.39186E+03    0.11045E+02   -0.31948E+02    0.84389E+05    0.32620E+02
  1721    0.39221E+03    0.10921E+02   -0.31749E+02    0.84267E+05    0.32791E+02
  1722    0.39256E+03    0.10796E+02   -0.31545E+02    0.84144E+05    0.32935E+02
  1723    0.39288E+03    0.10672E+02   -0.31335E+02    0.84022E+05    0.33053E+02
  1724    0.39319E+03    0.10551E+02   -0.31119E+02    0.83900E+05    0.33146E+02
  1725    0.39347E+03    0.10430E+02   -0.30897E+02    0.83778E+05    0.33217E+02
  1726    0.39375E+03    0.10311E+02   -0.30671E+02    0.83656E+05    0.33267E+02
  1727    0.39401E+03    0.10192E+02   -0.30439E+02    0.83534E+05    0.33299E+02
  1728    0.39425E+03    0.10077E+02   -0.30201E+02    0.83413E+05    0.33313E+02
  1729    0.39448E+03    0.99623E+01   -0.29959E+02    0.83292E+05    0.33313E+02
  1730    0.39467E+03    0.98483E+01   -0.29710E+02    0.83171E+05    0.33300E+02
  1731    0.39486E+03    0.97358E+01   -0.29458E+02    0.83050E+05    0.33275E+02
  1732    0.39502E+03    0.96247E+01   -0.29200E+02    0.82930E+05    0.33240E+02
  1733    0.39517E+03    0.95159E+01   -0.28939E+02    0.82810E+05    0.33199E+02
  1734    0.39530E+03    0.94077E+01   -0.28672E+02    0.82689E+05    0.33151E+02
  1735    0.39540E+03    0.93018E+01   -0.28400E+02    0.82569E+05    0.33099E+02
  1736    0.39549E+03    0.91966E+01   -0.28126E+02    0.82450E+05    0.33045E+02
  1737    0.39556E+03    0.90943E+01   -0.27846E+02    0.82330E+05    0.32991E+02
  1738    0.39561E+03    0.89928E+01   -0.27562E+02    0.82211E+05    0.32938E+02
  1739    0.39565E+03    0.88934E+01   -0.27275E+02    0.82092E+05    0.32889E+02
  1740    0.39565E+03    0.87956E+01   -0.26985E+02    0.81973E+05    0.32845E+02
  1741    0.39565E+03    0.86992E+01   -0.26689E+02    0.81854E+05    0.32809E+02
  1742    0.39562E+03    0.86050E+01   -0.26392E+02    0.81736E+05    0.32781E+02
  1743    0.39557E+03    0.85123E+01   -0.26090E+02    0.81617E+05    0.32764E+02
  1744    0.39549E+03    0.84219E+01   -0.25786E+02    0.81499E+05    0.32759E+02
  1745    0.39540E+03    0.83321E+01   -0.25479E+02    0.81381E+05    0.32769E+02
  1746    0.39528E+03    0.82453E+01   -0.25168E+02    0.81263E+05    0.32796E+02
  1747    0.39515E+03    0.81608E+01   -0.24855E+02    0.81146E+05    0.32840E+02
  1748    0.39499E+03    0.80784E+01   -0.24539E+02    0.81029E+05    0.32905E+02
  1749    0.39480E+03    0.79968E+01   -0.24220E+02    0.80911E+05    0.32991E+02
  1750    0.39459E+03    0.79174E+01   -0.23899E+02    0.80794E+05    0.33101E+02
  1751    0.39437E+03    0.78395E+01   -0.23577E+02    0.80678E+05    0.33236E+02
  1752    0.39412E+03    0.77631E+01   -0.23251E+02    0.80561E+05    0.33395E+02
  1753    0.39385E+03    0.76882E+01   -0.22925E+02    0.80445E+05    0.33577E+02
  1754    0.39357E+03    0.76162E+01   -0.22596E+02    0.80328E+05    0.33780E+02
  1755    0.39325E+03    0.75470E+01   -0.22266E+02    0.80212E+05    0.34004E+02
  1756    0.39293E+03    0.74788E+01   -0.21934E+02    0.80097E+05    0.34246E+02
  1757    0.39257E+03    0.74126E+01   -0.21601E+02    0.79981E+05    0.34505E+02
  1758    0.39218E+03    0.73484E+01   -0.21266E+02    0.79865E+05    0.34780E+02
  1759    0.39179E+03    0.72863E+01   -0.20931E+02    0.79750E+05    0.35070E+02
  1760    0.39136E+03    0.72263E+01   -0.20595E+02    0.79635E+05    0.35373E+02
  1761    0.39092E+03    0.71683E+01   -0.20258E+02    0.79520E+05    0.35687E+02
  1762    0.39045E+03    0.71123E+01   -0.19920E+02    0.79406E+05    0.36012E+02
  1763    0.38996E+03    0.70585E+01   -0.19581E+02    0.79291E+05    0.36346E+02
  1764    0.38946E+03    0.70069E+01   -0.19243E+02    0.79177E+05    0.36687E+02
  1765    0.38893E+03    0.69571E+01   -0.18904E+02    0.79063E+05    0.37035E+02
  1766    0.38837E+03    0.69094E+01   -0.18565E+02    0.78949E+05    0.37387E+02
  1767    0.38780E+03    0.68636E+01   -0.18226E+02    0.78835E+05    0.37743E+02
  1768    0.38720E+03    0.68201E+01   -0.17887E+02    0.78721E+05    0.38101E+02
  1769    0.38659E+03    0.67786E+01   -0.17549E+02    0.78608E+05    0.38460E+02
  1770    0.38594E+03    0.67390E+01   -0.17211E+02    0.78495E+05    0.38818E+02
  1771    0.38529E+03    0.67015E+01   -0.16874E+02    0.78382E+05    0.39174E+02
  1772    0.38461E+03    0.66661E+01   -0.16538E+02    0.78269E+05    0.39527E+02
  1773    0.38390E+03    0.66326E+01   -0.16201E+02    0.78156E+05    0.39874E+02
  1774    0.38318E+03    0.66013E+01   -0.15867E+02    0.78044E+05    0.40216E+02
  1775    0.38244E+03    0.65719E+01   -0.15533E+02    0.77931E+05    0.40550E+02
  1776    0.38168E+03    0.65446E+01   -0.15200E+02    0.77819E+05    0.40875E+02
  1777    0.38089E+03    0.65194E+01   -0.14870E+02    0.77707E+05    0.41190E+02
  1778    0.38009E+03    0.64960E+01   -0.14541E+02    0.77596E+05    0.41493E+02
  1779    0.37926E+03    0.64748E+01   -0.14214E+02    0.77484E+05    0.41783E+02
  1780    0.37842E+03    0.64556E+01   -0.13888E+02    0.77373E+05    0.42058E+02
  1781    0.37757E+03    0.64383E+01   -0.13564E+02    0.77262E+05    0.42318E+02
  1782    0.37667E+03    0.64230E+01   -0.13242E+02    0.77151E+05    0.42560E+02
  1783    0.37577E+03    0.64097E+01   -0.12922E+02    0.77040E+05    0.42784E+02
  1784    0.37486E+03    0.63982E+01   -0.12603E+02    0.76929E+05    0.42988E+02
  1785    0.37392E+03    0.63888E+01   -0.12289E+02    0.76819E+05    0.43170E+02
  1786    0.37297E+03    0.63813E+01   -0.11976E+02    0.76708E+05    0.43330E+02
  1787    0.37200E+03    0.63759E+01   -0.11665E+02    0.76598E+05    0.43465E+02
  1788    0.37101E+03    0.63722E+01   -0.11359E+02    0.76488E+05    0.43575E+02
  1789    0.37000E+03    0.63704E+01   -0.11054E+02    0.76379E+05    0.43658E+02
  1790    0.36897E+03    0.63706E+01   -0.10752E+02    0.76269E+05    0.43713E+02
  1791    0.36793E+03    0.63725E+01   -0.10455E+02    0.76160E+05    0.43738E+02
  1792    0.36687E+03    0.63763E+01   -0.10159E+02    0.76050E+05    0.43732E+02
  1793    0.36579E+03    0.63820E+01   -0.98668E+01    0.75941E+05    0.43694E+02
  1794    0.36470E+03    0.63894E+01   -0.95783E+01    0.75832E+05    0.43622E+02
  1795    0.36360E+03    0.63987E+01   -0.92934E+01    0.75724E+05    0.43515E+02
  1796    0.36245E+03    0.64098E+01   -0.90114E+01    0.75615E+05    0.43371E+02
  1797    0.36133E+03    0.64225E+01   -0.87337E+01    0.75507E+05    0.43190E+02
  1798    0.36017E+03    0.64369E+01   -0.84589E+01    0.75399E+05    0.42969E+02
  1799    0.35900E+03    0.64532E+01   -0.81885E+01    0.75291E+05    0.42707E+02
  1800    0.35782E+03    0.64712E+01   -0.79224E+01    0.75183E+05    0.42403E+02
  1801    0.35664E+03    0.64908E+01   -0.76597E+01    0.75075E+05    0.42057E+02
  1802    0.35544E+03    0.65119E+01   -0.74014E+01    0.74968E+05    0.41669E+02
  1803    0.35422E+03    0.65348E+01   -0.71479E+01    0.74860E+05    0.41243E+02
  1804    0.35298E+03    0.65592E+01   -0.68976E+01    0.74753E+05    0.40780E+02
  1805    0.35173E+03    0.65852E+01   -0.66521E+01    0.74646E+05    0.40282E+02
  1806    0.35048E+03    0.66129E+01   -0.64110E+01    0.74540E+05    0.39752E+02
  1807    0.34921E+03    0.66421E+01   -0.61745E+01    0.74433E+05    0.39193E+02
  1808    0.34792E+03    0.66726E+01   -0.59424E+01    0.74326E+05    0.38606E+02
  1809    0.34663E+03    0.67045E+01   -0.57150E+01    0.74220E+05    0.37994E+02
  1810    0.34534E+03    0.67380E+01   -0.54925E+01    0.74114E+05    0.37358E+02
  1811    0.34402E+03    0.67728E+01   -0.52746E+01    0.74008E+05    0.36702E+02
  1812    0.34269E+03    0.68092E+01   -0.50618E+01    0.73902E+05    0.36028E+02
  1813    0.34137E+03    0.68468E+01   -0.48537E+01    0.73797E+05    0.35337E+02
  1814    0.34002E+03    0.68857E+01   -0.46507E+01    0.73691E+05    0.34633E+02
  1815    0.33867E+03    0.69260E+01   -0.44528E+01    0.73586E+05    0.33916E+02
  1816    0.33732E+03    0.69675E+01   -0.42600E+01    0.73481E+05    0.33191E+02
  1817    0.33595E+03    0.70102E+01   -0.40722E+01    0.73376E+05    0.32458E+02
  1818    0.33457E+03    0.70541E+01   -0.38896E+01    0.73271E+05    0.31721E+02
  1819    0.33317E+03    0.70994E+01   -0.37124E+01    0.73167E+05    0.30981E+02
  1820    0.33179E+03    0.71456E+01   -0.35404E+01    0.73062E+05    0.30240E+02
  1821    0.33040E+03    0.71930E+01   -0.33738E+01    0.72958E+05    0.29502E+02
  1822    0.32900E+03    0.72415E+01   -0.32125E+01    0.72854E+05    0.28768E+02
  1823    0.32762E+03    0.72911E+01   -0.30567E+01    0.72750E+05    0.28040E+02
  1824    0.32621E+03    0.73414E+01   -0.29062E+01    0.72646E+05    0.27321E+02
  1825    0.32480E+03    0.73927E+01   -0.27614E+01    0.72543E+05    0.26614E+02
  1826    0.32338E+03    0.74457E+01   -0.26220E+01    0.72439E+05    0.25919E+02
  1827    0.32197E+03    0.74993E+01   -0.24881E+01    0.72336E+05    0.25241E+02
  1828    0.32054E+03    0.75537E+01   -0.23599E+01    0.72233E+05    0.24580E+02
  1829    0.31911E+03    0.76081E+01   -0.22371E+01    0.72130E+05    0.23939E+02
  1830    0.31768E+03    0.76648E+01   -0.21200E+01    0.72027E+05    0.23321E+02
  1831    0.31626E+03    0.77216E+01   -0.20085E+01    0.71925E+05    0.22727E+02
  1832    0.31482E+03    0.77791E+01   -0.19027E+01    0.71822E+05    0.22160E+02
  1833    0.31339E+03    0.78374E+01   -0.18024E+01    0.71720E+05    0.21623E+02
  1834    0.31196E+03    0.78958E+01   -0.17081E+01    0.71618E+05    0.21117E+02
  1835    0.31052E+03    0.79557E+01   -0.16191E+01    0.71516E+05    0.20645E+02
  1836    0.30908E+03    0.80172E+01   -0.15360E+01    0.71414E+05    0.20209E+02
  1837    0.30765E+03    0.80772E+01   -0.14586E+01    0.71312E+05    0.19811E+02
  1838    0.30621E+03    0.81387E+01   -0.13869E+01    0.71211E+05    0.19454E+02
  1839    0.30477E+03    0.82011E+01   -0.13208E+01    0.71110E+05    0.19139E+02
  1840    0.30335E+03    0.82627E+01   -0.12605E+01    0.71008E+05    0.18870E+02
  1841    0.30192E+03    0.83259E+01   -0.12059E+01    0.70907E+05    0.18648E+02
  1842    0.30049E+03    0.83891E+01   -0.11569E+01    0.70807E+05    0.18476E+02
  1843    0.29907E+03    0.84524E+01   -0.11137E+01    0.70706E+05    0.18356E+02
  1844    0.29764E+03    0.85165E+01   -0.10761E+01    0.70605E+05    0.18290E+02
  1845    0.29625E+03    0.85806E+01   -0.10441E+01    0.70505E+05    0.18281E+02
  1846    0.29482E+03    0.86455E+01   -0.10177E+01    0.70405E+05    0.18330E+02
  1847    0.29342E+03    0.87105E+01   -0.99708E+00    0.70305E+05    0.18440E+02
  1848    0.29201E+03    0.87755E+01   -0.98190E+00    0.70205E+05    0.18614E+02
  1849    0.29061E+03    0.88406E+01   -0.97230E+00    0.70105E+05    0.18853E+02
  1850    0.28922E+03    0.89057E+01   -0.96823E+00    0.70006E+05    0.19160E+02
  1851    0.28781E+03    0.89716E+01   -0.96968E+00    0.69906E+05    0.19537E+02
  1852    0.28643E+03    0.90383E+01   -0.97665E+00    0.69807E+05    0.19981E+02
  1853    0.28505E+03    0.91036E+01   -0.98900E+00    0.69708E+05    0.20490E+02
  1854    0.28367E+03    0.91689E+01   -0.10069E+01    0.69609E+05    0.21062E+02
  1855    0.28231E+03    0.92336E+01   -0.10301E+01    0.69510E+05    0.21695E+02
  1856    0.28096E+03    0.92990E+01   -0.10585E+01    0.69411E+05    0.22385E+02
  1857    0.27960E+03    0.93652E+01   -0.10923E+01    0.69313E+05    0.23130E+02
  1858    0.27826E+03    0.94299E+01   -0.11313E+01    0.69215E+05    0.23929E+02
  1859    0.27693E+03    0.94955E+01   -0.11757E+01    0.69116E+05    0.24778E+02
  1860    0.27560E+03    0.95596E+01   -0.12250E+01    0.69018E+05    0.25675E+02
  1861    0.27429E+03    0.96245E+01   -0.12796E+01    0.68921E+05    0.26618E+02
  1862    0.27299E+03    0.96887E+01   -0.13392E+01    0.68823E+05    0.27604E+02
  1863    0.27168E+03    0.97529E+01   -0.14037E+01    0.68725E+05    0.28630E+02
  1864    0.27040E+03    0.98179E+01   -0.14732E+01    0.68628E+05    0.29695E+02
  1865    0.26912E+03    0.98815E+01   -0.15476E+01    0.68531E+05    0.30796E+02
  1866    0.26786E+03    0.99444E+01   -0.16268E+01    0.68434E+05    0.31930E+02
  1867    0.26659E+03    0.10007E+02   -0.17107E+01    0.68337E+05    0.33095E+02
  1868    0.26535E+03    0.10069E+02   -0.17994E+01    0.68240E+05    0.34288E+02
  1869    0.26412E+03    0.10131E+02   -0.18926E+01    0.68143E+05    0.35507E+02
  1870    0.26290E+03    0.10192E+02   -0.19906E+01    0.68047E+05    0.36750E+02
  1871    0.26168E+03    0.10254E+02   -0.20929E+01    0.67950E+05    0.38014E+02
  1872    0.26049E+03    0.10314E+02   -0.21998E+01    0.67854E+05    0.39297E+02
  1873    0.25931E+03    0.10374E+02   -0.23110E+01    0.67758E+05    0.40596E+02
  1874    0.25813E+03    0.10433E+02   -0.24266E+01    0.67662E+05    0.41908E+02
  1875    0.25698E+03    0.10492E+02   -0.25464E+01    0.67566E+05    0.43232E+02
  1876    0.25583E+03    0.10550E+02   -0.26703E+01    0.67471E+05    0.44565E+02
  1877    0.25469E+03    0.10607E+02   -0.27983E+01    0.67375E+05    0.45904E+02
  1878    0.25357E+03    0.10663E+02   -0.29303E+01    0.67280E+05    0.47247E+02
  1879    0.25246E+03    0.10718E+02   -0.30661E+01    0.67185E+05    0.48591E+02
  1880    0.25137E+03    0.10772E+02   -0.32059E+01    0.67090E+05    0.49934E+02
  1881    0.25029E+03    0.10826E+02   -0.33493E+01    0.66995E+05    0.51274E+02
  1882    0.24923E+03    0.10880E+02   -0.34963E+01    0.66900E+05    0.52609E+02
  1883    0.24818E+03    0.10931E+02   -0.36470E+01    0.66806E+05    0.53934E+02
  1884    0.24715E+03    0.10984E+02   -0.38012E+01    0.66711E+05    0.55249E+02
  1885    0.24613E+03    0.11034E+02   -0.39589E+01    0.66617E+05    0.56551E+02
  1886    0.24512E+03    0.11084E+02   -0.41198E+01    0.66523E+05    0.57837E+02
  1887    0.24412E+03    0.11132E+02   -0.42841E+01    0.66429E+05    0.59105E+02
  1888    0.24316E+03    0.11180E+02   -0.44514E+01    0.66335E+05    0.60353E+02
  1889    0.24219E+03    0.11226E+02   -0.46218E+01    0.66241E+05    0.61577E+02
  1890    0.24125E+03    0.11272E+02   -0.47954E+01    0.66148E+05    0.62776E+02
  1891    0.24033E+03    0.11317E+02   -0.49716E+01    0.66054E+05    0.63947E+02
  1892    0.23941E+03    0.11360E+02   -0.51509E+01    0.65961E+05    0.65088E+02
  1893    0.23851E+03    0.11403E+02   -0.53327E+01    0.65868E+05    0.66195E+02
  1894    0.23764E+03    0.11445E+02   -0.55170E+01    0.65775E+05    0.67268E+02
  1895    0.23677E+03    0.11485E+02   -0.57039E+01    0.65682E+05    0.68303E+02
  1896    0.23592E+03    0.11525E+02   -0.58933E+01    0.65589E+05    0.69297E+02
  1897    0.23510E+03    0.11563E+02   -0.60850E+01    0.65497E+05    0.70249E+02
  1898    0.23428E+03    0.11600E+02   -0.62792E+01    0.65404E+05    0.71156E+02
  1899    0.23348E+03    0.11636E+02   -0.64753E+01    0.65312E+05    0.72015E+02
  1900    0.23269E+03    0.11670E+02   -0.66736E+01    0.65220E+05    0.72824E+02
  1901    0.23193E+03    0.11703E+02   -0.68740E+01    0.65128E+05    0.73581E+02
  1902    0.23118E+03    0.11735E+02   -0.70762E+01    0.65036E+05    0.74286E+02
  1903    0.23045E+03    0.11765E+02   -0.72799E+01    0.64945E+05    0.74937E+02
  1904    0.22975E+03    0.11796E+02   -0.74849E+01    0.64853E+05    0.75536E+02
  1905    0.22903E+03    0.11824E+02   -0.76922E+01    0.64762E+05    0.76081E+02
  1906    0.22835E+03    0.11850E+02   -0.79011E+01    0.64670E+05    0.76573E+02
  1907    0.22769E+03    0.11877E+02   -0.81103E+01    0.64579E+05    0.77011E+02
  1908    0.22704E+03    0.11901E+02   -0.83218E+01    0.64488E+05    0.77396E+02
  1909    0.22640E+03    0.11924E+02   -0.85334E+01    0.64397E+05    0.77726E+02
  1910    0.22579E+03    0.11947E+02   -0.87467E+01    0.64306E+05    0.78002E+02
  1911    0.22519E+03    0.11968E+02   -0.89617E+01    0.64216E+05    0.78223E+02
  1912    0.22461E+03    0.11987E+02   -0.91760E+01    0.64125E+05    0.78390E+02
  1913    0.22405E+03    0.12005E+02   -0.93913E+01    0.64035E+05    0.78501E+02
  1914    0.22350E+03    0.12021E+02   -0.96074E+01    0.63945E+05    0.78558E+02
  1915    0.22298E+03    0.12037E+02   -0.98245E+01    0.63855E+05    0.78559E+02
  1916    0.22246E+03    0.12051E+02   -0.10042E+02    0.63765E+05    0.78505E+02
  1917    0.22197E+03    0.12062E+02   -0.10260E+02    0.63675E+05    0.78395E+02
  1918    0.22149E+03    0.12074E+02   -0.10478E+02    0.63586E+05    0.78229E+02
  1919    0.22103E+03    0.12084E+02   -0.10696E+02    0.63496E+05    0.78007E+02
  1920    0.22058E+03    0.12092E+02   -0.10915E+02    0.63407E+05    0.77729E+02
  1921    0.22015E+03    0.12099E+02   -0.11133E+02    0.63318E+05    0.77394E+02
  1922    0.21974E+03    0.12104E+02   -0.11351E+02    0.63228E+05    0.77002E+02
  1923    0.21934E+03    0.12108E+02   -0.11568E+02    0.63139E+05    0.76553E+02
  1924    0.21895E+03    0.12111E+02   -0.11786E+02    0.63051E+05    0.76047E+02
  1925    0.21859E+03    0.12112E+02   -0.12003E+02    0.62962E+05    0.75484E+02
  1926    0.21824E+03    0.12112E+02   -0.12220E+02    0.62873E+05    0.74863E+02
  1927    0.21789E+03    0.12111E+02   -0.12437E+02    0.62785E+05    0.74185E+02
  1928    0.21759E+03    0.12109E+02   -0.12650E+02    0.62697E+05    0.73448E+02
  1929    0.21728E+03    0.12105E+02   -0.12866E+02    0.62609E+05    0.72654E+02
  1930    0.21699E+03    0.12100E+02   -0.13079E+02    0.62521E+05    0.71800E+02
  1931    0.21673E+03    0.12092E+02   -0.13291E+02    0.62433E+05    0.70889E+02
  1932    0.21647E+03    0.12084E+02   -0.13502E+02    0.62345E+05    0.69918E+02
  1933    0.21623E+03    0.12074E+02   -0.13713E+02    0.62257E+05    0.68888E+02
  1934    0.21601E+03    0.12064E+02   -0.13922E+02    0.62170E+05    0.67800E+02
  1935    0.21580E+03    0.12051E+02   -0.14130E+02    0.62082E+05    0.66651E+02
  1936    0.21561E+03    0.12038E+02   -0.14336E+02    0.61995E+05    0.65443E+02
  1937    0.21542E+03    0.12021E+02   -0.14540E+02    0.61908E+05    0.64176E+02
  1938    0.21526E+03    0.12005E+02   -0.14743E+02    0.61821E+05    0.62848E+02
  1939    0.21511E+03    0.11987E+02   -0.14945E+02    0.61734E+05    0.61460E+02
  1940    0.21497E+03    0.11968E+02   -0.15145E+02    0.61648E+05    0.60011E+02
  1941    0.21485E+03    0.11947E+02   -0.15342E+02    0.61561E+05    0.58502E+02
  1942    0.21473E+03    0.11925E+02   -0.15538E+02    0.61475E+05    0.56932E+02
  1943    0.21464E+03    0.11903E+02   -0.15733E+02    0.61388E+05    0.55301E+02
  1944    0.21456E+03    0.11877E+02   -0.15924E+02    0.61302E+05    0.53609E+02
  1945    0.21448E+03    0.11852E+02   -0.16113E+02    0.61216E+05    0.51855E+02
  1946    0.21443E+03    0.11824E+02   -0.16301E+02    0.61130E+05    0.50040E+02
  1947    0.21437E+03    0.11796E+02   -0.16486E+02    0.61044E+05    0.48162E+02
  1948    0.21435E+03    0.11767E+02   -0.16669E+02    0.60959E+05    0.46223E+02
  1949    0.21432E+03    0.11735E+02   -0.16848E+02    0.60873E+05    0.44221E+02
  1950    0.21431E+03    0.11703E+02   -0.17027E+02    0.60788E+05    0.42157E+02
  1951    0.21432E+03    0.11670E+02   -0.17201E+02    0.60703E+05    0.40030E+02
  1952    0.21434E+03    0.11635E+02   -0.17373E+02    0.60617E+05    0.37845E+02
  1953    0.21437E+03    0.11599E+02   -0.17543E+02    0.60532E+05    0.35606E+02
  1954    0.21441E+03    0.11562E+02   -0.17709E+02    0.60447E+05    0.33315E+02
  1955    0.21445E+03    0.11524E+02   -0.17874E+02    0.60363E+05    0.30978E+02
  1956    0.21451E+03    0.11484E+02   -0.18035E+02    0.60278E+05    0.28598E+02
  1957    0.21461E+03    0.11443E+02   -0.18192E+02    0.60194E+05    0.26180E+02
  1958    0.21466E+03    0.11401E+02   -0.18347E+02    0.60109E+05    0.23726E+02
  1959    0.21476E+03    0.11358E+02   -0.18500E+02    0.60025E+05    0.21242E+02
  1960    0.21485E+03    0.11315E+02   -0.18649E+02    0.59941E+05    0.18732E+02
