#    L    TT             EE             BB             TE             PP             TP             EP          
   232    0.55345E+04    0.12158E+01    0.00000E+00    0.32359E+02    0.51999E-07    0.11115E-03    0.10081E-06
   233    0.55274E+04    0.12590E+01    0.00000E+00    0.34006E+02    0.51757E-07    0.11023E-03    0.11566E-06
   234    0.55196E+04    0.13041E+01    0.00000E+00    0.35656E+02    0.51516E-07    0.10931E-03    0.13045E-06
   235    0.55113E+04    0.13512E+01    0.00000E+00    0.37308E+02    0.51278E-07    0.10840E-03    0.14519E-06
   236    0.55023E+04    0.14001E+01    0.00000E+00    0.38961E+02    0.51041E-07    0.10750E-03    0.15987E-06
   237    0.54927E+04    0.14510E+01    0.00000E+00    0.40615E+02    0.50805E-07    0.10661E-03    0.17449E-06
   238    0.54826E+04    0.15040E+01    0.00000E+00    0.42269E+02    0.50572E-07    0.10572E-03    0.18903E-06
   239    0.54719E+04    0.15588E+01    0.00000E+00    0.43922E+02    0.50340E-07    0.10484E-03    0.20351E-06
   240    0.54605E+04    0.16157E+01    0.00000E+00    0.45573E+02    0.50110E-07    0.10397E-03    0.21790E-06
   241    0.54486E+04    0.16747E+01    0.00000E+00    0.47221E+02    0.49882E-07    0.10310E-03    0.23222E-06
   242    0.54361E+04    0.17357E+01    0.00000E+00    0.48867E+02    0.49655E-07    0.10224E-03    0.24645E-06
   243    0.54231E+04    0.17988E+01    0.00000E+00    0.50508E+02    0.49430E-07    0.10139E-03    0.26060E-06
   244    0.54095E+04    0.18640E+01    0.00000E+00    0.52146E+02    0.49206E-07    0.10054E-03    0.27465E-06
   245    0.53952E+04    0.19313E+01    0.00000E+00    0.53777E+02    0.48984E-07    0.99702E-04    0.28861E-06
   246    0.53805E+04    0.20008E+01    0.00000E+00    0.55404E+02    0.48764E-07    0.98870E-04    0.30247E-06
   247    0.53652E+04    0.20723E+01    0.00000E+00    0.57023E+02    0.48545E-07    0.98044E-04    0.31622E-06
   248    0.53494E+04    0.21462E+01    0.00000E+00    0.58635E+02    0.48327E-07    0.97224E-04    0.32987E-06
   249    0.53331E+04    0.22221E+01    0.00000E+00    0.60239E+02    0.48111E-07    0.96411E-04    0.34340E-06
   250    0.53162E+04    0.23003E+01    0.00000E+00    0.61834E+02    0.47897E-07    0.95604E-04    0.35682E-06
   251    0.52988E+04    0.23805E+01    0.00000E+00    0.63420E+02    0.47684E-07    0.94803E-04    0.37013E-06
   252    0.52808E+04    0.24631E+01    0.00000E+00    0.64996E+02    0.47472E-07    0.94008E-04    0.38331E-06
   253    0.52625E+04    0.25477E+01    0.00000E+00    0.66560E+02    0.47262E-07    0.93220E-04    0.39638E-06
   254    0.52436E+04    0.26346E+01    0.00000E+00    0.68113E+02    0.47053E-07    0.92437E-04    0.40934E-06
   255    0.52242E+04    0.27237E+01    0.00000E+00    0.69654E+02    0.46846E-07    0.91661E-04    0.42218E-06
   256    0.52044E+04    0.28151E+01    0.00000E+00    0.71184E+02    0.46640E-07    0.90890E-04    0.43492E-06
   257    0.51841E+04    0.29086E+01    0.00000E+00    0.72694E+02    0.46436E-07    0.90126E-04    0.44755E-06
   258    0.51633E+04    0.30044E+01    0.00000E+00    0.74196E+02    0.46233E-07    0.89367E-04    0.46007E-06
   259    0.51420E+04    0.31024E+01    0.00000E+00    0.75677E+02    0.46031E-07    0.88614E-04    0.47249E-06
   260    0.51204E+04    0.32026E+01    0.00000E+00    0.77150E+02    0.45831E-07    0.87867E-04    0.48481E-06
   261    0.50982E+04    0.33050E+01    0.00000E+00    0.78594E+02    0.45631E-07    0.87126E-04    0.49704E-06
   262    0.50756E+04    0.34097E+01    0.00000E+00    0.80031E+02    0.45434E-07    0.86390E-04    0.50916E-06
   263    0.50528E+04    0.35166E+01    0.00000E+00    0.81453E+02    0.45237E-07    0.85659E-04    0.52119E-06
   264    0.50293E+04    0.36257E+01    0.00000E+00    0.82854E+02    0.45042E-07    0.84935E-04    0.53313E-06
   265    0.50054E+04    0.37369E+01    0.00000E+00    0.84224E+02    0.44849E-07    0.84216E-04    0.54498E-06
   266    0.49812E+04    0.38505E+01    0.00000E+00    0.85588E+02    0.44656E-07    0.83502E-04    0.55674E-06
   267    0.49564E+04    0.39661E+01    0.00000E+00    0.86923E+02    0.44465E-07    0.82793E-04    0.56841E-06
   268    0.49313E+04    0.40840E+01    0.00000E+00    0.88242E+02    0.44275E-07    0.82090E-04    0.58000E-06
   269    0.49057E+04    0.42040E+01    0.00000E+00    0.89540E+02    0.44086E-07    0.81392E-04    0.59151E-06
   270    0.48798E+04    0.43262E+01    0.00000E+00    0.90816E+02    0.43899E-07    0.80700E-04    0.60293E-06
   271    0.48535E+04    0.44504E+01    0.00000E+00    0.92070E+02    0.43712E-07    0.80012E-04    0.61428E-06
   272    0.48270E+04    0.45770E+01    0.00000E+00    0.93294E+02    0.43527E-07    0.79330E-04    0.62556E-06
   273    0.48000E+04    0.47054E+01    0.00000E+00    0.94504E+02    0.43344E-07    0.78653E-04    0.63675E-06
   274    0.47727E+04    0.48362E+01    0.00000E+00    0.95677E+02    0.43161E-07    0.77981E-04    0.64788E-06
   275    0.47451E+04    0.49688E+01    0.00000E+00    0.96835E+02    0.42980E-07    0.77313E-04    0.65894E-06
   276    0.47172E+04    0.51034E+01    0.00000E+00    0.97957E+02    0.42799E-07    0.76651E-04    0.66993E-06
   277    0.46889E+04    0.52402E+01    0.00000E+00    0.99064E+02    0.42620E-07    0.75993E-04    0.68085E-06
   278    0.46604E+04    0.53789E+01    0.00000E+00    0.10013E+03    0.42443E-07    0.75341E-04    0.69171E-06
   279    0.46315E+04    0.55196E+01    0.00000E+00    0.10117E+03    0.42266E-07    0.74693E-04    0.70250E-06
   280    0.46024E+04    0.56622E+01    0.00000E+00    0.10220E+03    0.42090E-07    0.74049E-04    0.71324E-06
   281    0.45731E+04    0.58068E+01    0.00000E+00    0.10319E+03    0.41916E-07    0.73411E-04    0.72392E-06
   282    0.45434E+04    0.59532E+01    0.00000E+00    0.10415E+03    0.41742E-07    0.72777E-04    0.73455E-06
   283    0.45135E+04    0.61014E+01    0.00000E+00    0.10508E+03    0.41570E-07    0.72147E-04    0.74512E-06
   284    0.44834E+04    0.62515E+01    0.00000E+00    0.10598E+03    0.41399E-07    0.71522E-04    0.75564E-06
   285    0.44531E+04    0.64035E+01    0.00000E+00    0.10685E+03    0.41229E-07    0.70902E-04    0.76611E-06
   286    0.44224E+04    0.65571E+01    0.00000E+00    0.10769E+03    0.41060E-07    0.70285E-04    0.77653E-06
   287    0.43916E+04    0.67125E+01    0.00000E+00    0.10850E+03    0.40892E-07    0.69673E-04    0.78691E-06
   288    0.43606E+04    0.68696E+01    0.00000E+00    0.10928E+03    0.40725E-07    0.69066E-04    0.79724E-06
   289    0.43293E+04    0.70283E+01    0.00000E+00    0.11002E+03    0.40559E-07    0.68462E-04    0.80753E-06
   290    0.42979E+04    0.71885E+01    0.00000E+00    0.11074E+03    0.40394E-07    0.67863E-04    0.81779E-06
   291    0.42664E+04    0.73510E+01    0.00000E+00    0.11142E+03    0.40230E-07    0.67268E-04    0.82800E-06
   292    0.42344E+04    0.75145E+01    0.00000E+00    0.11207E+03    0.40067E-07    0.66677E-04    0.83819E-06
   293    0.42026E+04    0.76788E+01    0.00000E+00    0.11267E+03    0.39905E-07    0.66090E-04    0.84833E-06
   294    0.41704E+04    0.78454E+01    0.00000E+00    0.11326E+03    0.39744E-07    0.65507E-04    0.85845E-06
   295    0.41384E+04    0.80127E+01    0.00000E+00    0.11380E+03    0.39584E-07    0.64928E-04    0.86854E-06
   296    0.41060E+04    0.81822E+01    0.00000E+00    0.11431E+03    0.39425E-07    0.64352E-04    0.87860E-06
   297    0.40736E+04    0.83517E+01    0.00000E+00    0.11479E+03    0.39267E-07    0.63781E-04    0.88864E-06
   298    0.40409E+04    0.85235E+01    0.00000E+00    0.11523E+03    0.39110E-07    0.63213E-04    0.89865E-06
   299    0.40082E+04    0.86968E+01    0.00000E+00    0.11563E+03    0.38954E-07    0.62649E-04    0.90865E-06
   300    0.39754E+04    0.88700E+01    0.00000E+00    0.11600E+03    0.38799E-07    0.62089E-04    0.91862E-06
   301    0.39425E+04    0.90448E+01    0.00000E+00    0.11633E+03    0.38644E-07    0.61532E-04    0.92858E-06
   302    0.39096E+04    0.92203E+01    0.00000E+00    0.11664E+03    0.38491E-07    0.60979E-04    0.93851E-06
   303    0.38766E+04    0.93973E+01    0.00000E+00    0.11690E+03    0.38338E-07    0.60429E-04    0.94842E-06
   304    0.38435E+04    0.95759E+01    0.00000E+00    0.11711E+03    0.38186E-07    0.59883E-04    0.95829E-06
   305    0.38105E+04    0.97544E+01    0.00000E+00    0.11730E+03    0.38036E-07    0.59341E-04    0.96812E-06
   306    0.37773E+04    0.99337E+01    0.00000E+00    0.11745E+03    0.37886E-07    0.58802E-04    0.97791E-06
   307    0.37442E+04    0.10114E+02    0.00000E+00    0.11756E+03    0.37737E-07    0.58267E-04    0.98765E-06
   308    0.37110E+04    0.10296E+02    0.00000E+00    0.11764E+03    0.37588E-07    0.57736E-04    0.99733E-06
   309    0.36779E+04    0.10478E+02    0.00000E+00    0.11768E+03    0.37441E-07    0.57208E-04    0.10069E-05
   310    0.36448E+04    0.10659E+02    0.00000E+00    0.11768E+03    0.37294E-07    0.56683E-04    0.10165E-05
   311    0.36117E+04    0.10843E+02    0.00000E+00    0.11764E+03    0.37149E-07    0.56163E-04    0.10260E-05
   312    0.35787E+04    0.11026E+02    0.00000E+00    0.11757E+03    0.37004E-07    0.55646E-04    0.10354E-05
   313    0.35456E+04    0.11210E+02    0.00000E+00    0.11745E+03    0.36860E-07    0.55133E-04    0.10447E-05
   314    0.35127E+04    0.11394E+02    0.00000E+00    0.11731E+03    0.36716E-07    0.54623E-04    0.10539E-05
   315    0.34798E+04    0.11578E+02    0.00000E+00    0.11712E+03    0.36574E-07    0.54117E-04    0.10630E-05
   316    0.34470E+04    0.11763E+02    0.00000E+00    0.11689E+03    0.36432E-07    0.53615E-04    0.10720E-05
   317    0.34142E+04    0.11947E+02    0.00000E+00    0.11663E+03    0.36292E-07    0.53116E-04    0.10809E-05
   318    0.33816E+04    0.12132E+02    0.00000E+00    0.11633E+03    0.36152E-07    0.52621E-04    0.10897E-05
   319    0.33490E+04    0.12317E+02    0.00000E+00    0.11600E+03    0.36012E-07    0.52130E-04    0.10984E-05
   320    0.33167E+04    0.12502E+02    0.00000E+00    0.11563E+03    0.35874E-07    0.51642E-04    0.11070E-05
   321    0.32843E+04    0.12687E+02    0.00000E+00    0.11522E+03    0.35736E-07    0.51158E-04    0.11154E-05
   322    0.32522E+04    0.12871E+02    0.00000E+00    0.11477E+03    0.35599E-07    0.50678E-04    0.11237E-05
   323    0.32201E+04    0.13055E+02    0.00000E+00    0.11429E+03    0.35463E-07    0.50202E-04    0.11318E-05
   324    0.31883E+04    0.13240E+02    0.00000E+00    0.11376E+03    0.35328E-07    0.49729E-04    0.11398E-05
   325    0.31566E+04    0.13422E+02    0.00000E+00    0.11321E+03    0.35193E-07    0.49260E-04    0.11476E-05
   326    0.31250E+04    0.13605E+02    0.00000E+00    0.11260E+03    0.35059E-07    0.48794E-04    0.11553E-05
   327    0.30936E+04    0.13788E+02    0.00000E+00    0.11197E+03    0.34926E-07    0.48332E-04    0.11628E-05
   328    0.30625E+04    0.13969E+02    0.00000E+00    0.11131E+03    0.34794E-07    0.47874E-04    0.11702E-05
   329    0.30315E+04    0.14150E+02    0.00000E+00    0.11060E+03    0.34662E-07    0.47420E-04    0.11773E-05
   330    0.30007E+04    0.14330E+02    0.00000E+00    0.10986E+03    0.34531E-07    0.46970E-04    0.11843E-05
   331    0.29702E+04    0.14509E+02    0.00000E+00    0.10909E+03    0.34401E-07    0.46523E-04    0.11911E-05
   332    0.29398E+04    0.14688E+02    0.00000E+00    0.10828E+03    0.34271E-07    0.46080E-04    0.11977E-05
   333    0.29097E+04    0.14865E+02    0.00000E+00    0.10745E+03    0.34142E-07    0.45640E-04    0.12041E-05
   334    0.28799E+04    0.15042E+02    0.00000E+00    0.10657E+03    0.34014E-07    0.45205E-04    0.12103E-05
   335    0.28502E+04    0.15217E+02    0.00000E+00    0.10565E+03    0.33887E-07    0.44773E-04    0.12163E-05
   336    0.28208E+04    0.15391E+02    0.00000E+00    0.10471E+03    0.33760E-07    0.44345E-04    0.12220E-05
   337    0.27917E+04    0.15564E+02    0.00000E+00    0.10372E+03    0.33634E-07    0.43921E-04    0.12276E-05
   338    0.27628E+04    0.15735E+02    0.00000E+00    0.10271E+03    0.33508E-07    0.43500E-04    0.12329E-05
   339    0.27342E+04    0.15906E+02    0.00000E+00    0.10166E+03    0.33384E-07    0.43083E-04    0.12380E-05
   340    0.27059E+04    0.16075E+02    0.00000E+00    0.10059E+03    0.33260E-07    0.42670E-04    0.12428E-05
   341    0.26778E+04    0.16241E+02    0.00000E+00    0.99480E+02    0.33136E-07    0.42261E-04    0.12474E-05
   342    0.26501E+04    0.16408E+02    0.00000E+00    0.98336E+02    0.33013E-07    0.41856E-04    0.12517E-05
   343    0.26227E+04    0.16572E+02    0.00000E+00    0.97162E+02    0.32891E-07    0.41454E-04    0.12558E-05
   344    0.25956E+04    0.16734E+02    0.00000E+00    0.95959E+02    0.32769E-07    0.41056E-04    0.12597E-05
   345    0.25688E+04    0.16894E+02    0.00000E+00    0.94726E+02    0.32648E-07    0.40662E-04    0.12632E-05
   346    0.25423E+04    0.17054E+02    0.00000E+00    0.93470E+02    0.32528E-07    0.40272E-04    0.12665E-05
   347    0.25161E+04    0.17210E+02    0.00000E+00    0.92177E+02    0.32408E-07    0.39885E-04    0.12695E-05
   348    0.24903E+04    0.17364E+02    0.00000E+00    0.90855E+02    0.32289E-07    0.39503E-04    0.12722E-05
   349    0.24648E+04    0.17517E+02    0.00000E+00    0.89502E+02    0.32171E-07    0.39124E-04    0.12746E-05
   350    0.24396E+04    0.17667E+02    0.00000E+00    0.88128E+02    0.32053E-07    0.38749E-04    0.12767E-05
   351    0.24150E+04    0.17815E+02    0.00000E+00    0.86723E+02    0.31936E-07    0.38378E-04    0.12786E-05
   352    0.23905E+04    0.17961E+02    0.00000E+00    0.85289E+02    0.31819E-07    0.38010E-04    0.12801E-05
   353    0.23665E+04    0.18105E+02    0.00000E+00    0.83840E+02    0.31703E-07    0.37646E-04    0.12814E-05
   354    0.23427E+04    0.18246E+02    0.00000E+00    0.82353E+02    0.31587E-07    0.37286E-04    0.12824E-05
   355    0.23194E+04    0.18385E+02    0.00000E+00    0.80845E+02    0.31472E-07    0.36929E-04    0.12831E-05
   356    0.22964E+04    0.18521E+02    0.00000E+00    0.79321E+02    0.31358E-07    0.36576E-04    0.12837E-05
   357    0.22738E+04    0.18655E+02    0.00000E+00    0.77767E+02    0.31244E-07    0.36225E-04    0.12840E-05
   358    0.22517E+04    0.18785E+02    0.00000E+00    0.76199E+02    0.31131E-07    0.35878E-04    0.12841E-05
   359    0.22299E+04    0.18913E+02    0.00000E+00    0.74600E+02    0.31018E-07    0.35534E-04    0.12841E-05
   360    0.22084E+04    0.19038E+02    0.00000E+00    0.72983E+02    0.30906E-07    0.35193E-04    0.12839E-05
   361    0.21874E+04    0.19161E+02    0.00000E+00    0.71343E+02    0.30794E-07    0.34854E-04    0.12836E-05
   362    0.21668E+04    0.19281E+02    0.00000E+00    0.69683E+02    0.30683E-07    0.34519E-04    0.12831E-05
   363    0.21466E+04    0.19399E+02    0.00000E+00    0.68004E+02    0.30572E-07    0.34186E-04    0.12825E-05
   364    0.21268E+04    0.19512E+02    0.00000E+00    0.66304E+02    0.30462E-07    0.33855E-04    0.12818E-05
   365    0.21074E+04    0.19623E+02    0.00000E+00    0.64588E+02    0.30353E-07    0.33527E-04    0.12810E-05
   366    0.20884E+04    0.19731E+02    0.00000E+00    0.62854E+02    0.30244E-07    0.33202E-04    0.12802E-05
   367    0.20699E+04    0.19834E+02    0.00000E+00    0.61103E+02    0.30136E-07    0.32878E-04    0.12793E-05
   368    0.20516E+04    0.19936E+02    0.00000E+00    0.59337E+02    0.30028E-07    0.32557E-04    0.12784E-05
   369    0.20340E+04    0.20034E+02    0.00000E+00    0.57554E+02    0.29920E-07    0.32238E-04    0.12774E-05
   370    0.20167E+04    0.20129E+02    0.00000E+00    0.55758E+02    0.29814E-07    0.31921E-04    0.12765E-05
   371    0.19998E+04    0.20220E+02    0.00000E+00    0.53947E+02    0.29707E-07    0.31605E-04    0.12755E-05
   372    0.19833E+04    0.20308E+02    0.00000E+00    0.52125E+02    0.29602E-07    0.31292E-04    0.12746E-05
   373    0.19673E+04    0.20393E+02    0.00000E+00    0.50289E+02    0.29496E-07    0.30980E-04    0.12737E-05
   374    0.19517E+04    0.20474E+02    0.00000E+00    0.48441E+02    0.29392E-07    0.30669E-04    0.12729E-05
   375    0.19365E+04    0.20552E+02    0.00000E+00    0.46584E+02    0.29287E-07    0.30360E-04    0.12722E-05
   376    0.19218E+04    0.20627E+02    0.00000E+00    0.44715E+02    0.29184E-07    0.30053E-04    0.12715E-05
   377    0.19075E+04    0.20698E+02    0.00000E+00    0.42839E+02    0.29080E-07    0.29746E-04    0.12710E-05
   378    0.18937E+04    0.20764E+02    0.00000E+00    0.40953E+02    0.28978E-07    0.29441E-04    0.12705E-05
   379    0.18802E+04    0.20828E+02    0.00000E+00    0.39060E+02    0.28875E-07    0.29137E-04    0.12702E-05
   380    0.18673E+04    0.20889E+02    0.00000E+00    0.37159E+02    0.28773E-07    0.28834E-04    0.12701E-05
   381    0.18547E+04    0.20944E+02    0.00000E+00    0.35252E+02    0.28672E-07    0.28531E-04    0.12701E-05
   382    0.18426E+04    0.20996E+02    0.00000E+00    0.33341E+02    0.28571E-07    0.28230E-04    0.12703E-05
   383    0.18309E+04    0.21045E+02    0.00000E+00    0.31424E+02    0.28471E-07    0.27929E-04    0.12707E-05
   384    0.18197E+04    0.21089E+02    0.00000E+00    0.29504E+02    0.28371E-07    0.27629E-04    0.12714E-05
   385    0.18089E+04    0.21131E+02    0.00000E+00    0.27580E+02    0.28272E-07    0.27329E-04    0.12722E-05
   386    0.17986E+04    0.21168E+02    0.00000E+00    0.25655E+02    0.28173E-07    0.27029E-04    0.12733E-05
   387    0.17886E+04    0.21201E+02    0.00000E+00    0.23728E+02    0.28074E-07    0.26730E-04    0.12747E-05
   388    0.17791E+04    0.21230E+02    0.00000E+00    0.21801E+02    0.27976E-07    0.26431E-04    0.12763E-05
   389    0.17700E+04    0.21254E+02    0.00000E+00    0.19873E+02    0.27879E-07    0.26132E-04    0.12782E-05
   390    0.17614E+04    0.21276E+02    0.00000E+00    0.17947E+02    0.27782E-07    0.25833E-04    0.12805E-05
   391    0.17532E+04    0.21294E+02    0.00000E+00    0.16022E+02    0.27685E-07    0.25534E-04    0.12830E-05
   392    0.17454E+04    0.21309E+02    0.00000E+00    0.14100E+02    0.27589E-07    0.25235E-04    0.12859E-05
   393    0.17381E+04    0.21319E+02    0.00000E+00    0.12182E+02    0.27493E-07    0.24936E-04    0.12892E-05
   394    0.17311E+04    0.21326E+02    0.00000E+00    0.10268E+02    0.27398E-07    0.24636E-04    0.12928E-05
   395    0.17246E+04    0.21328E+02    0.00000E+00    0.83570E+01    0.27303E-07    0.24335E-04    0.12968E-05
   396    0.17185E+04    0.21326E+02    0.00000E+00    0.64534E+01    0.27209E-07    0.24034E-04    0.13012E-05
   397    0.17128E+04    0.21321E+02    0.00000E+00    0.45555E+01    0.27115E-07    0.23732E-04    0.13060E-05
   398    0.17076E+04    0.21311E+02    0.00000E+00    0.26646E+01    0.27021E-07    0.23429E-04    0.13113E-05
   399    0.17027E+04    0.21297E+02    0.00000E+00    0.78158E+00    0.26928E-07    0.23126E-04    0.13170E-05
   400    0.16982E+04    0.21280E+02    0.00000E+00   -0.10927E+01    0.26835E-07    0.22821E-04    0.13232E-05
   401    0.16942E+04    0.21259E+02    0.00000E+00   -0.29576E+01    0.26743E-07    0.22516E-04    0.13299E-05
   402    0.16906E+04    0.21233E+02    0.00000E+00   -0.48123E+01    0.26651E-07    0.22209E-04    0.13370E-05
   403    0.16874E+04    0.21204E+02    0.00000E+00   -0.66562E+01    0.26559E-07    0.21902E-04    0.13445E-05
